elevation,lat,lon,yld
1625.3281,41.250106,-97.142619,200.1134
1625.3281,41.250105,-97.142652,183.3565
1625.3281,41.250105,-97.142685,178.7369
1625.6562,41.250104,-97.142719,194.8916
1625.6562,41.250104,-97.142755,180.1948
1625.9843,41.250104,-97.14279,180.9149
1625.9843,41.250102,-97.142825,186.4501
1626.3123,41.250101,-97.14286,184.5111
1626.3123,41.250101,-97.142896,182.6882
1626.3123,41.2501,-97.142932,189.2535
1626.3123,41.2501,-97.142967,182.1463
1626.3123,41.250099,-97.143003,178.5485
1626.3123,41.250098,-97.143039,173.1174
1626.3123,41.250098,-97.143075,199.2441
1626.6404,41.250097,-97.143112,184.7584
1626.6404,41.250097,-97.143148,197.0368
1626.6404,41.250096,-97.143184,210.4309
1626.6404,41.250095,-97.14322,193.4995
1626.6404,41.250095,-97.143256,194.2251
1626.3123,41.250093,-97.143292,211.5697
1626.3123,41.250093,-97.143328,185.6689
1626.3123,41.250092,-97.143364,207.2568
1625.9843,41.25009,-97.1434,193.3345
1626.3123,41.25009,-97.143436,201.2001
1625.9843,41.25009,-97.143473,200.1175
1625.9843,41.250089,-97.143509,181.774
1625.9843,41.250088,-97.143544,199.2586
1625.9843,41.250088,-97.14358,172.8897
1625.6562,41.250086,-97.143616,188.9428
1625.6562,41.250086,-97.143652,187.8272
1625.6562,41.250085,-97.143688,199.7486
1625.6562,41.250084,-97.143723,207.2473
1625.6562,41.250083,-97.143759,206.8905
1625.9843,41.250083,-97.143795,176.5302
1625.9843,41.250083,-97.14383,165.2261
1625.6562,41.250082,-97.143867,187.8068
1625.6562,41.250082,-97.143903,170.9091
1625.6562,41.25008,-97.143937,181.8717
1625.6562,41.250079,-97.143973,192.8327
1625.6562,41.250078,-97.144008,190.1134
1625.9843,41.250078,-97.144043,191.5686
1625.9843,41.250077,-97.144078,187.944
1625.9843,41.250075,-97.144114,189.3655
1625.9843,41.250075,-97.14415,193.8071
1625.9843,41.250074,-97.144185,205.2386
1625.9843,41.250073,-97.14422,197.8942
1625.9843,41.250072,-97.144255,202.4567
1625.9843,41.250072,-97.144291,183.2921
1625.9843,41.250071,-97.144327,189.2667
1625.9843,41.25007,-97.144363,186.4327
1625.6562,41.25007,-97.144399,183.3943
1625.6562,41.250069,-97.144435,186.207
1625.6562,41.250067,-97.144471,171.1889
1625.6562,41.250068,-97.144507,168.2477
1625.3281,41.250068,-97.144545,163.341
1625.3281,41.250067,-97.14458,177.5455
1625.6562,41.250066,-97.144615,175.7884
1625.6562,41.250065,-97.14465,184.3697
1625.6562,41.250064,-97.144685,187.3824
1625.6562,41.250064,-97.144721,195.7269
1625.6562,41.250063,-97.144756,198.0507
1625.6562,41.250063,-97.144791,210.6108
1625.6562,41.250061,-97.144827,185.9206
1625.3281,41.25006,-97.144863,187.6271
1625.3281,41.25006,-97.144898,185.9772
1625.3281,41.250058,-97.144933,186.6266
1625.6562,41.250057,-97.144968,191.4087
1625.9843,41.250056,-97.145004,191.5506
1625.9843,41.250056,-97.145039,194.682
1625.9843,41.250056,-97.145075,197.2817
1625.6562,41.250055,-97.14511,187.1504
1625.6562,41.250056,-97.145145,181.8208
1625.6562,41.250057,-97.145181,191.4887
1625.3281,41.250058,-97.145217,185.4703
1625.6562,41.250058,-97.145252,191.5744
1625.6562,41.250062,-97.145287,217.2173
1625.6562,41.250062,-97.145323,176.8856
1625.6562,41.250062,-97.145358,166.0022
1625.9843,41.250062,-97.145393,146.1584
1625.9843,41.250062,-97.145429,159.8343
1625.6562,41.250061,-97.145465,159.2337
1625.9843,41.25006,-97.1455,146.2844
1625.9843,41.250058,-97.145536,130.3655
1625.9843,41.250057,-97.14557,143.132
1625.9843,41.250058,-97.145606,141.1018
1625.9843,41.250058,-97.145641,155.8674
1626.3123,41.250057,-97.145675,169.661
1626.3123,41.250056,-97.145711,171.8059
1625.9843,41.250055,-97.145746,166.1032
1625.9843,41.250054,-97.145781,184.6853
1625.9843,41.250055,-97.145816,195.0271
1625.9843,41.250056,-97.145852,197.0726
1625.9843,41.250057,-97.145888,207.4702
1625.6562,41.250057,-97.145924,197.9301
1625.6562,41.250058,-97.145959,209.1223
1625.6562,41.250059,-97.145995,197.4079
1625.3281,41.250059,-97.146031,195.2334
1625.6562,41.25006,-97.146066,184.9568
1625.6562,41.25006,-97.146101,180.0521
1625.3281,41.25006,-97.146136,187.8353
1625.3281,41.25006,-97.146171,192.4625
1625.0,41.250059,-97.146207,190.4603
1625.3281,41.250059,-97.146241,204.4665
1625.3281,41.250058,-97.146275,214.2328
1625.3281,41.250057,-97.146309,202.7373
1625.6562,41.250057,-97.146343,195.9433
1625.9843,41.250056,-97.146377,211.2094
1625.6562,41.250056,-97.146411,205.8132
1625.6562,41.250055,-97.146446,181.4698
1625.6562,41.250054,-97.14648,171.2473
1625.9843,41.250053,-97.146513,176.8812
1625.9843,41.250051,-97.146547,189.8327
1625.9843,41.250049,-97.146582,189.858
1625.9843,41.250047,-97.146616,198.6759
1625.9843,41.250045,-97.146649,194.9913
1625.9843,41.250044,-97.146684,181.6582
1625.9843,41.250042,-97.146718,199.8129
1625.9843,41.250041,-97.146752,182.7941
1625.9843,41.25004,-97.146787,200.2104
1625.9843,41.250039,-97.14682,203.9846
1625.9843,41.250037,-97.146854,202.0182
1625.9843,41.250037,-97.146888,203.8336
1625.9843,41.250035,-97.146922,197.9372
1625.9843,41.250034,-97.146956,185.2506
1625.9843,41.250032,-97.14699,163.9717
1625.9843,41.25003,-97.147024,135.5428
1625.9843,41.250027,-97.147057,129.8495
1625.9843,41.250023,-97.147091,128.3291
1625.9843,41.250019,-97.147125,147.4177
1625.9843,41.250015,-97.147159,175.6122
1625.9843,41.25001,-97.147193,170.6893
1625.9843,41.250007,-97.147227,160.2611
1625.9843,41.250005,-97.14726,148.9288
1625.9843,41.250004,-97.147294,160.112
1625.9843,41.250002,-97.147328,172.2292
1625.9843,41.25,-97.147362,170.4183
1626.3123,41.25,-97.147397,175.7414
1626.3123,41.249999,-97.147431,176.544
1625.9843,41.249996,-97.147466,185.6189
1625.9843,41.249995,-97.1475,179.9286
1625.9843,41.249994,-97.147533,169.3265
1626.3123,41.249993,-97.147566,196.0712
1626.3123,41.249991,-97.147599,182.7302
1626.3123,41.24999,-97.147633,186.4962
1626.3123,41.249989,-97.147667,194.1508
1626.3123,41.249989,-97.147702,213.851
1626.6404,41.249989,-97.147735,175.8975
1626.6404,41.249989,-97.147768,203.9434
1626.6404,41.249989,-97.147802,174.2688
1626.6404,41.24999,-97.147836,55.9563
1621.7192,41.250204,-97.145851,174.0996
1621.7192,41.250234,-97.145853,176.8019
1621.7192,41.250264,-97.145854,189.68
1621.7192,41.250295,-97.145854,177.8714
1622.0472,41.250327,-97.145854,168.9493
1621.7192,41.250361,-97.145854,163.1732
1621.3911,41.250393,-97.145855,164.0122
1621.3911,41.250426,-97.145858,172.2768
1621.7192,41.250458,-97.145857,173.828
1621.063,41.250491,-97.145858,193.6066
1621.3911,41.250524,-97.14586,186.3566
1621.3911,41.250553,-97.14586,192.0597
1621.3911,41.250583,-97.14586,230.6076
1621.7192,41.250613,-97.145861,226.1172
1622.0472,41.250643,-97.145861,223.9518
1622.0472,41.250673,-97.145861,226.7101
1622.0472,41.250704,-97.145862,224.2046
1622.0472,41.250735,-97.145861,220.0808
1622.3753,41.250764,-97.145862,224.6149
1622.3753,41.250795,-97.145862,206.2922
1622.3753,41.250825,-97.145862,187.9002
1623.3596,41.250852,-97.14586,218.647
1623.0315,41.250882,-97.145859,196.9881
1623.0315,41.250913,-97.145861,178.9106
1623.0315,41.250944,-97.14586,168.0647
1623.0315,41.250974,-97.145863,177.2601
1622.7034,41.251005,-97.145863,176.5226
1622.7034,41.251035,-97.145864,178.7416
1622.7034,41.251066,-97.145865,169.7074
1622.7034,41.251095,-97.145864,178.4275
1623.0315,41.251125,-97.145864,166.874
1623.0315,41.251156,-97.145865,178.8829
1623.0315,41.251186,-97.145864,168.0017
1622.7034,41.251217,-97.145864,178.5405
1623.0315,41.251247,-97.145865,204.7488
1622.7034,41.251277,-97.145864,173.1655
1623.3596,41.251305,-97.145867,169.6898
1624.3438,41.251333,-97.14587,202.4704
1623.6877,41.251364,-97.145868,177.3058
1623.6877,41.251395,-97.145866,186.7768
1623.3596,41.251425,-97.145866,190.8464
1623.0315,41.251456,-97.145866,207.968
1623.0315,41.251486,-97.145867,209.6822
1623.0315,41.251517,-97.145868,197.3209
1622.7034,41.251547,-97.145868,195.6602
1622.7034,41.251578,-97.145868,185.9187
1622.7034,41.251608,-97.145869,221.1195
1622.7034,41.251639,-97.14587,213.4288
1623.0315,41.251668,-97.14587,186.5115
1623.0315,41.251698,-97.14587,183.3861
1623.0315,41.251728,-97.14587,186.877
1623.3596,41.251758,-97.14587,204.8283
1623.3596,41.251788,-97.14587,210.0271
1623.3596,41.251818,-97.145871,185.8323
1622.7034,41.25185,-97.145874,170.3862
1622.3753,41.25188,-97.145877,177.2637
1622.3753,41.251909,-97.145875,174.8788
1622.7034,41.251938,-97.145875,201.9295
1623.0315,41.251968,-97.145876,188.3826
1623.0315,41.251998,-97.145877,177.4361
1623.3596,41.252028,-97.145877,194.1749
1623.3596,41.252057,-97.145877,196.3729
1623.6877,41.252087,-97.145876,202.9014
1624.0157,41.252117,-97.145876,173.9904
1624.0157,41.252147,-97.145876,183.7312
1624.3438,41.252177,-97.145877,176.5745
1624.3438,41.252207,-97.145877,184.6051
1624.0157,41.252237,-97.145879,198.1343
1624.0157,41.252267,-97.145879,200.8237
1624.0157,41.252297,-97.145881,205.9602
1624.0157,41.252327,-97.145882,188.6246
1624.0157,41.252357,-97.145882,190.6867
1624.0157,41.252386,-97.145883,194.7466
1624.0157,41.252417,-97.145884,187.5422
1623.6877,41.252447,-97.145883,211.7007
1623.6877,41.252477,-97.145883,198.5286
1623.6877,41.252507,-97.145883,179.521
1623.6877,41.252536,-97.145883,193.392
1623.6877,41.252566,-97.145884,183.8499
1624.0157,41.252596,-97.145886,182.5627
1624.3438,41.252626,-97.145887,195.9444
1624.3438,41.252656,-97.145887,194.0174
1624.3438,41.252686,-97.145887,188.6659
1624.3438,41.252715,-97.145887,206.0137
1624.3438,41.252745,-97.145887,188.3543
1624.3438,41.252775,-97.145887,190.787
1624.3438,41.252805,-97.145886,196.7453
1624.3438,41.252835,-97.145886,197.7751
1624.3438,41.252865,-97.145887,194.2533
1624.3438,41.252895,-97.145887,190.9232
1624.6719,41.252925,-97.145888,183.8839
1624.6719,41.252954,-97.145888,176.6076
1624.6719,41.252984,-97.145888,177.9445
1624.3438,41.253014,-97.145888,183.7926
1624.6719,41.253044,-97.145888,207.1616
1624.3438,41.253074,-97.145889,175.9582
1624.3438,41.253103,-97.145889,168.7659
1624.6719,41.253133,-97.145892,164.2219
1625.0,41.253163,-97.145889,173.7156
1625.0,41.253191,-97.145888,167.2085
1625.0,41.253221,-97.145889,175.9634
1625.3281,41.25325,-97.145889,178.948
1625.0,41.253279,-97.145889,161.5602
1625.3281,41.253309,-97.145889,162.6925
1625.3281,41.253338,-97.145889,176.2837
1625.6562,41.253368,-97.14589,164.574
1625.6562,41.253397,-97.14589,175.5361
1625.9843,41.253426,-97.14589,184.4719
1625.9843,41.253456,-97.14589,168.6363
1625.9843,41.253486,-97.145891,174.8548
1625.6562,41.253515,-97.145891,180.9367
1625.3281,41.253545,-97.145891,183.4702
1625.3281,41.253574,-97.145891,192.7576
1625.3281,41.253604,-97.145891,213.7887
1625.3281,41.253635,-97.145893,190.8618
1625.0,41.253663,-97.145893,198.9454
1624.6719,41.253694,-97.145894,195.7595
1625.0,41.253724,-97.145893,184.7644
1625.0,41.253754,-97.145893,176.0433
1625.3281,41.253783,-97.145893,198.986
1625.6562,41.253813,-97.145893,194.6676
1625.6562,41.253842,-97.145893,191.2688
1625.6562,41.253872,-97.145893,183.9598
1625.6562,41.253901,-97.145894,177.9659
1625.6562,41.253931,-97.145895,196.413
1625.6562,41.253961,-97.145896,217.6355
1625.6562,41.25399,-97.145896,214.4893
1625.6562,41.25402,-97.145896,202.9174
1625.6562,41.25405,-97.145896,221.3976
1625.6562,41.254079,-97.145896,233.4453
1625.3281,41.254109,-97.145896,224.4589
1625.6562,41.254138,-97.145897,207.2523
1625.9843,41.254168,-97.145898,202.2276
1626.3123,41.254197,-97.145898,203.9539
1626.6404,41.254227,-97.145897,207.5249
1626.6404,41.254257,-97.145898,207.0723
1626.6404,41.254286,-97.145898,220.6739
1626.6404,41.254316,-97.145899,224.1485
1625.9843,41.254346,-97.145899,203.1431
1625.9843,41.254376,-97.1459,203.3088
1625.6562,41.254405,-97.1459,194.2876
1625.6562,41.254434,-97.145901,219.0106
1625.9843,41.254464,-97.1459,196.3752
1625.9843,41.254494,-97.1459,207.9123
1625.6562,41.254524,-97.145899,244.055
1625.3281,41.254554,-97.145899,219.3772
1623.6877,41.254617,-97.145576,187.1459
1623.6877,41.25458,-97.145577,202.2084
1624.0157,41.254545,-97.145576,219.217
1624.3438,41.25451,-97.145576,203.1862
1624.3438,41.254476,-97.145576,205.8838
1624.3438,41.254442,-97.145577,187.5956
1624.3438,41.254406,-97.145577,189.0796
1624.3438,41.254372,-97.145577,192.1367
1624.6719,41.254337,-97.145575,190.5637
1624.6719,41.254303,-97.145575,190.4683
1624.6719,41.254268,-97.145575,199.3028
1624.6719,41.254234,-97.145575,194.9391
1625.0,41.2542,-97.145575,184.9324
1625.3281,41.254166,-97.145576,186.7147
1625.0,41.254131,-97.145574,193.4359
1625.0,41.254096,-97.145574,198.1166
1624.6719,41.254061,-97.145573,197.1927
1624.6719,41.254027,-97.145572,203.8807
1625.0,41.253993,-97.145571,195.2521
1624.6719,41.253958,-97.145571,201.2898
1624.6719,41.253924,-97.145572,204.2532
1624.6719,41.253889,-97.145572,206.9024
1624.6719,41.253854,-97.145572,193.7771
1624.6719,41.25382,-97.145572,208.1381
1624.3438,41.253786,-97.145572,207.3431
1624.3438,41.253752,-97.14557,191.6507
1624.3438,41.253718,-97.14557,203.9824
1624.0157,41.253684,-97.145569,196.2368
1624.0157,41.253649,-97.145569,200.9827
1623.6877,41.253614,-97.145569,198.3916
1624.0157,41.25358,-97.145568,192.4973
1624.0157,41.253546,-97.145568,192.4371
1624.0157,41.253512,-97.145568,185.5301
1624.0157,41.253478,-97.145568,199.7
1624.0157,41.253443,-97.145567,198.5896
1623.6877,41.253409,-97.145567,168.3281
1623.6877,41.253375,-97.145567,182.4442
1623.6877,41.253341,-97.145567,188.7539
1623.6877,41.253307,-97.145568,171.4294
1624.3438,41.253276,-97.145562,171.2897
1625.0,41.25324,-97.145563,197.0084
1624.6719,41.253205,-97.145563,168.9872
1624.3438,41.25317,-97.145562,183.9077
1624.3438,41.253134,-97.145562,182.9733
1624.0157,41.253099,-97.145561,193.3588
1624.0157,41.253063,-97.145562,171.1325
1624.0157,41.253028,-97.145561,172.557
1623.6877,41.252993,-97.14556,171.7411
1623.6877,41.252958,-97.14556,182.0418
1623.6877,41.252922,-97.14556,194.5652
1623.6877,41.252887,-97.145559,190.3381
1623.6877,41.252851,-97.145558,182.6193
1623.3596,41.252815,-97.145558,183.6745
1623.3596,41.25278,-97.145558,183.57
1623.3596,41.252743,-97.145556,177.6316
1623.0315,41.252707,-97.145553,181.7418
1623.3596,41.252673,-97.145553,187.1261
1623.6877,41.252638,-97.145554,193.0453
1623.6877,41.252604,-97.145552,172.5654
1623.6877,41.25257,-97.145553,167.8665
1623.6877,41.252535,-97.145555,169.1959
1623.6877,41.2525,-97.145554,170.3509
1623.6877,41.252466,-97.145553,183.3182
1623.3596,41.25243,-97.145552,179.0527
1623.3596,41.252395,-97.145552,166.8171
1623.6877,41.25236,-97.14555,175.2743
1623.6877,41.252325,-97.145549,189.4905
1623.3596,41.252289,-97.145551,169.9448
1623.6877,41.252254,-97.14555,168.4217
1623.6877,41.252219,-97.145553,158.5044
1624.3438,41.252187,-97.14555,166.1801
1624.0157,41.25215,-97.145552,126.8849
1623.6877,41.252114,-97.14555,137.8554
1623.6877,41.252078,-97.145549,144.1504
1623.6877,41.252043,-97.14555,167.6374
1624.0157,41.252007,-97.145549,174.4802
1623.6877,41.251972,-97.145549,180.306
1623.6877,41.251937,-97.14555,167.962
1623.6877,41.251901,-97.14555,163.7534
1623.3596,41.251866,-97.145549,156.9118
1623.3596,41.25183,-97.145549,166.1163
1623.0315,41.251794,-97.145549,147.9041
1623.0315,41.251759,-97.145549,170.3073
1623.0315,41.251723,-97.145549,188.5989
1623.0315,41.251687,-97.145547,186.8682
1623.6877,41.251654,-97.145548,190.7994
1624.0157,41.25162,-97.145547,225.7408
1624.0157,41.251585,-97.145548,204.6597
1624.0157,41.251549,-97.145547,196.0926
1624.0157,41.251514,-97.145546,198.1877
1624.0157,41.251478,-97.145547,217.1476
1624.0157,41.251442,-97.145546,211.7189
1623.6877,41.251405,-97.145546,209.344
1623.6877,41.25137,-97.145546,210.9223
1623.3596,41.251333,-97.145546,177.0059
1623.3596,41.251297,-97.145544,186.0023
1623.3596,41.251261,-97.145544,189.6485
1623.3596,41.251226,-97.145544,161.65
1623.0315,41.251189,-97.145545,163.4105
1622.7034,41.251153,-97.145544,151.8237
1622.7034,41.251117,-97.145543,152.7757
1623.0315,41.251081,-97.14554,155.9619
1623.3596,41.251047,-97.14554,173.087
1623.3596,41.251011,-97.14554,170.9714
1623.6877,41.250975,-97.145541,165.229
1623.6877,41.25094,-97.145542,170.541
1623.3596,41.250903,-97.145542,157.9848
1623.3596,41.250867,-97.145542,153.088
1623.3596,41.250831,-97.145542,175.3614
1623.3596,41.250795,-97.145542,173.8105
1623.3596,41.25076,-97.145541,151.613
1623.6877,41.250726,-97.145534,150.8773
1623.6877,41.250692,-97.145531,180.5852
1623.6877,41.250655,-97.145532,171.5067
1623.3596,41.250619,-97.145533,169.8432
1623.3596,41.250583,-97.145532,170.0068
1623.0315,41.250547,-97.145533,154.8376
1623.0315,41.250511,-97.145533,155.624
1623.0315,41.250475,-97.145532,150.7145
1622.7034,41.250439,-97.145532,153.7856
1622.7034,41.250403,-97.145533,160.8143
1622.7034,41.250368,-97.145532,168.8361
1622.7034,41.250331,-97.145533,174.8487
1622.7034,41.250296,-97.145534,173.8047
1622.7034,41.250264,-97.145538,161.3539
1622.7034,41.250228,-97.145537,166.2741
1622.7034,41.250192,-97.145537,210.3689
1622.3753,41.250155,-97.145536,120.0699
1622.0472,41.250149,-97.145797,163.2056
1622.3753,41.250181,-97.1458,184.3214
1622.0472,41.250217,-97.1458,185.0983
1622.0472,41.250251,-97.145799,195.537
1622.3753,41.250286,-97.145799,203.2779
1622.3753,41.250321,-97.145799,205.424
1622.3753,41.250355,-97.145801,190.6919
1622.7034,41.250391,-97.145804,183.6242
1622.7034,41.250427,-97.145804,176.9502
1622.3753,41.250462,-97.145804,183.8671
1622.3753,41.250498,-97.145803,168.3318
1622.3753,41.250533,-97.145803,177.4827
1622.7034,41.250568,-97.145803,193.4437
1622.7034,41.250602,-97.145803,189.1247
1622.3753,41.250636,-97.145803,195.6357
1622.3753,41.250671,-97.145803,185.1338
1622.7034,41.250704,-97.145803,193.2513
1622.3753,41.250739,-97.145804,206.7929
1622.7034,41.250773,-97.145804,200.3111
1622.7034,41.250807,-97.145802,195.3748
1622.7034,41.250842,-97.145797,179.5583
1622.7034,41.250876,-97.145798,180.9206
1622.7034,41.25091,-97.145799,180.0619
1622.7034,41.250945,-97.1458,205.7408
1622.7034,41.250979,-97.1458,209.8922
1622.7034,41.251013,-97.145801,206.3957
