elevation,lat,lon,yld
1627.6247,41.252676,-97.14663,179.0528
1627.9528,41.252707,-97.14663,188.1486
1628.2808,41.252739,-97.146631,188.8464
1628.2808,41.252771,-97.146632,185.4376
1627.9528,41.252804,-97.146632,189.0513
1627.9528,41.252835,-97.146633,180.9763
1628.2808,41.252867,-97.146633,181.253
1628.2808,41.252899,-97.146633,180.0895
1628.2808,41.252931,-97.146633,176.3059
1628.6089,41.252963,-97.146633,181.1244
1628.6089,41.252994,-97.146632,157.7118
1628.6089,41.253026,-97.146632,159.5449
1628.2808,41.253058,-97.146633,132.7491
1628.937,41.253088,-97.146632,157.5538
1628.937,41.253121,-97.146633,146.1523
1628.937,41.253154,-97.146634,154.2112
1628.937,41.253186,-97.146635,169.535
1629.2651,41.253218,-97.146635,164.3749
1629.2651,41.25325,-97.146635,160.7463
1629.2651,41.253282,-97.146636,180.3155
1628.937,41.253314,-97.146636,178.2007
1628.937,41.253346,-97.146637,182.5491
1628.937,41.253378,-97.146638,162.3783
1628.937,41.253411,-97.146639,170.9492
1628.937,41.253443,-97.146638,173.2626
1629.2651,41.253475,-97.14664,185.2836
1629.2651,41.253507,-97.14664,183.3836
1629.2651,41.253539,-97.14664,177.545
1629.2651,41.253571,-97.146642,162.5727
1629.2651,41.253603,-97.146641,138.5128
1628.937,41.253635,-97.146642,149.3105
1628.937,41.253667,-97.146641,135.8729
1628.937,41.2537,-97.146641,152.9342
1629.2651,41.253732,-97.146641,164.8985
1628.937,41.253764,-97.14664,164.5271
1629.2651,41.253795,-97.146642,153.4235
1629.2651,41.253826,-97.146641,160.2277
1629.2651,41.253859,-97.146642,142.4128
1629.2651,41.253891,-97.146642,168.5377
1629.2651,41.253923,-97.146642,164.7059
1628.937,41.253955,-97.146643,162.1474
1628.937,41.253988,-97.146643,166.7509
1628.937,41.254019,-97.146644,163.908
1628.937,41.254051,-97.146644,155.8868
1628.6089,41.254083,-97.146644,183.6736
1628.937,41.254115,-97.146643,169.467
1628.937,41.254147,-97.146643,186.6013
1628.937,41.254179,-97.146643,203.6177
1629.2651,41.254211,-97.146644,183.5263
1629.2651,41.254243,-97.146645,198.2794
1629.2651,41.254274,-97.146644,211.6817
1629.2651,41.254305,-97.146645,183.7768
1629.5932,41.254393,-97.146436,182.7389
1629.5932,41.254364,-97.146434,232.0031
1629.2651,41.254335,-97.146434,236.3124
1629.2651,41.254304,-97.146433,226.1815
1629.2651,41.254274,-97.146432,210.6726
1629.2651,41.254243,-97.146433,187.7454
1629.2651,41.254213,-97.146433,183.1688
1628.937,41.254182,-97.146432,175.1197
1628.6089,41.254151,-97.146432,170.8802
1628.6089,41.25412,-97.146432,164.2448
1628.2808,41.25409,-97.146432,169.0685
1628.2808,41.254059,-97.146432,165.0553
1628.2808,41.254029,-97.146432,171.8004
1627.9528,41.253998,-97.146432,166.1551
1628.2808,41.253968,-97.146431,171.5215
1628.2808,41.253939,-97.146431,167.0418
1628.2808,41.253907,-97.14643,154.8542
1628.937,41.253879,-97.146431,167.8718
1628.937,41.253849,-97.14643,154.2968
1628.2808,41.253818,-97.146429,163.7142
1627.9528,41.253787,-97.146429,165.8936
1627.6247,41.253756,-97.146428,164.4222
1627.6247,41.253723,-97.146428,165.0014
1627.6247,41.253691,-97.146428,185.1422
1627.6247,41.253659,-97.146427,170.7776
1627.6247,41.253627,-97.146427,178.7923
1627.9528,41.253595,-97.146427,182.4827
1627.6247,41.253562,-97.146426,177.5576
1627.6247,41.25353,-97.146425,177.4435
1627.9528,41.253498,-97.146425,188.487
1627.6247,41.253465,-97.146426,187.95
1627.2966,41.253433,-97.146425,193.609
1627.2966,41.2534,-97.146424,200.6485
1626.9685,41.253368,-97.146424,157.9749
1626.9685,41.253336,-97.146422,190.6701
1626.6404,41.253302,-97.146419,153.4411
1625.9843,41.253269,-97.146421,142.9732
1626.3123,41.253239,-97.14642,158.0777
1626.6404,41.253207,-97.146421,155.491
1626.3123,41.253175,-97.146421,158.3519
1626.3123,41.253142,-97.14642,160.873
1626.3123,41.25311,-97.14642,153.2098
1626.3123,41.253078,-97.14642,153.8671
1626.6404,41.253046,-97.14642,143.1944
1626.6404,41.253014,-97.14642,145.2043
1626.6404,41.252982,-97.14642,157.0456
1626.6404,41.25295,-97.146421,167.513
1626.6404,41.252918,-97.146421,181.2385
1626.6404,41.252886,-97.146421,178.4167
1626.9685,41.252854,-97.146419,169.0035
1626.9685,41.252822,-97.146419,169.2434
1626.9685,41.25279,-97.146419,168.981
1626.6404,41.252758,-97.146418,199.5112
1626.6404,41.252725,-97.146418,200.9701
1626.3123,41.252693,-97.146417,187.9472
1626.3123,41.25266,-97.146417,175.3453
1626.3123,41.252628,-97.146416,178.2057
1626.3123,41.252595,-97.146416,165.6364
1626.3123,41.252563,-97.146416,177.267
1626.6404,41.252532,-97.146415,177.2887
1626.6404,41.2525,-97.146414,194.9777
1626.3123,41.252468,-97.146415,215.9659
1626.3123,41.252435,-97.146414,191.9781
1626.3123,41.252403,-97.146415,174.1122
1626.3123,41.25237,-97.146414,170.3477
1626.3123,41.252339,-97.146414,156.5821
1626.3123,41.252307,-97.146413,162.1617
1626.3123,41.252275,-97.146413,166.4862
1626.3123,41.252242,-97.146413,155.9369
1626.3123,41.25221,-97.146411,150.5983
1626.3123,41.252178,-97.146411,165.1979
1625.9843,41.252145,-97.14641,159.5434
1626.3123,41.252113,-97.14641,166.4768
1625.9843,41.252081,-97.146409,165.3878
1625.9843,41.252048,-97.14641,176.1213
1625.9843,41.252015,-97.146409,194.7842
1626.3123,41.251983,-97.146409,182.9627
1626.3123,41.251951,-97.146408,183.2792
1626.3123,41.251918,-97.146408,175.1054
1626.3123,41.251886,-97.146406,170.0287
1626.3123,41.251854,-97.146407,177.5113
1626.3123,41.251821,-97.146405,175.0028
1626.3123,41.251789,-97.146405,156.2604
1626.3123,41.251757,-97.146405,172.8927
1625.9843,41.251723,-97.146406,167.6869
1625.9843,41.251691,-97.146406,169.6445
1625.9843,41.251658,-97.146408,174.415
1625.3281,41.251625,-97.146405,162.8361
1625.9843,41.251596,-97.14641,189.9153
1625.9843,41.251563,-97.146408,171.8032
1625.9843,41.251531,-97.146408,171.2138
1626.3123,41.251498,-97.146408,172.8941
1626.3123,41.251466,-97.146408,174.9103
1626.3123,41.251433,-97.146405,175.6479
1626.3123,41.2514,-97.146403,194.7024
1626.3123,41.251368,-97.146402,181.1565
1626.3123,41.251336,-97.146401,168.2909
1625.9843,41.251303,-97.1464,153.4485
1625.9843,41.25127,-97.146399,161.4382
1625.6562,41.251238,-97.146398,148.4453
1625.3281,41.251204,-97.146397,149.9847
1625.0,41.251172,-97.146397,158.9927
1625.0,41.251138,-97.146398,158.2376
1624.3438,41.251105,-97.146398,143.4574
1624.0157,41.251072,-97.146398,153.9984
1624.0157,41.251039,-97.146399,145.1932
1623.0315,41.251004,-97.146397,140.4184
1623.3596,41.250973,-97.146398,155.3292
1624.0157,41.250941,-97.146396,161.5355
1624.0157,41.250909,-97.146396,163.1446
1624.0157,41.250876,-97.146396,151.5998
1624.0157,41.250843,-97.146395,160.0206
1624.0157,41.250811,-97.146394,215.2986
1624.3438,41.250778,-97.146394,176.3669
1624.3438,41.25075,-97.146394,177.5593
1624.0157,41.25072,-97.146393,176.7163
1624.0157,41.250688,-97.146391,161.2638
1624.3438,41.250657,-97.146391,172.9611
1624.3438,41.250624,-97.14639,195.1955
1624.3438,41.250591,-97.14639,164.1819
1624.3438,41.250559,-97.146389,175.6147
1624.3438,41.250526,-97.14639,180.8118
1624.0157,41.250493,-97.146389,167.4817
1623.6877,41.250459,-97.146389,177.6262
1623.3596,41.250427,-97.146389,185.8453
1623.3596,41.250395,-97.146389,204.5439
1623.3596,41.250363,-97.146388,190.5699
1623.0315,41.250329,-97.146388,170.847
1622.7034,41.250296,-97.146387,147.6503
1622.7034,41.250264,-97.146387,156.615
1622.7034,41.250232,-97.146388,163.7379
1622.7034,41.250199,-97.146388,239.8045
1622.7034,41.250166,-97.146387,223.3853
1623.0315,41.250139,-97.146758,147.5507
1622.7034,41.250172,-97.146759,162.5169
1623.0315,41.250204,-97.14676,174.5974
1623.0315,41.250237,-97.14676,202.9268
1622.7034,41.25027,-97.146763,184.4372
1623.0315,41.250302,-97.146764,185.2462
1622.3753,41.250335,-97.146765,148.565
1622.7034,41.250367,-97.146766,111.0663
1622.7034,41.2504,-97.146766,105.7917
1623.0315,41.250431,-97.146766,118.6756
1623.0315,41.250462,-97.146766,111.2103
1623.3596,41.250493,-97.146767,126.75
1623.6877,41.250525,-97.146767,128.897
1624.0157,41.250558,-97.146767,125.9083
1624.0157,41.250591,-97.146768,120.2275
1624.3438,41.250623,-97.146768,125.3056
1624.3438,41.250655,-97.146769,145.019
1624.0157,41.250687,-97.146768,136.7816
1624.0157,41.250719,-97.146768,125.2359
1624.3438,41.25075,-97.14677,139.8701
1624.3438,41.250783,-97.14677,119.6856
1624.3438,41.250815,-97.146772,133.8418
1624.3438,41.250847,-97.146771,143.7839
1624.3438,41.25088,-97.146772,138.5751
1624.3438,41.250912,-97.146772,141.2203
1624.0157,41.250944,-97.146772,150.3298
1624.0157,41.250977,-97.146772,148.0631
1624.3438,41.251009,-97.146773,138.4042
1624.6719,41.251041,-97.146773,148.381
1624.6719,41.251074,-97.146773,133.7247
1624.6719,41.251106,-97.146773,150.7727
1624.6719,41.251139,-97.146773,149.1032
1625.0,41.251171,-97.146773,164.5768
1625.3281,41.251203,-97.146774,160.575
1625.3281,41.251236,-97.146776,165.8015
1625.6562,41.251267,-97.146776,166.2665
1625.3281,41.2513,-97.146775,159.0984
1625.0,41.251333,-97.146772,156.6452
1625.3281,41.251364,-97.146774,164.4258
1625.3281,41.251395,-97.146775,173.4551
1625.0,41.251426,-97.146775,168.6437
1625.0,41.251457,-97.146776,167.8988
1625.3281,41.251489,-97.146776,160.0285
1625.0,41.251521,-97.146776,157.1594
1624.6719,41.251553,-97.146777,153.7419
1624.6719,41.251585,-97.146776,158.5896
1624.6719,41.251617,-97.146777,168.9469
1625.0,41.251648,-97.146778,175.1013
1625.0,41.25168,-97.146779,168.811
1625.0,41.251712,-97.146778,162.5063
1625.3281,41.251745,-97.146779,167.1889
1625.3281,41.251777,-97.146779,165.5262
1625.6562,41.251809,-97.146779,156.3555
1625.3281,41.251841,-97.14678,149.5467
1625.6562,41.251873,-97.14678,147.832
1625.9843,41.251906,-97.14678,153.6179
1625.9843,41.251938,-97.146781,169.0751
1626.3123,41.25197,-97.146782,172.7283
1625.9843,41.252003,-97.146783,177.1432
1626.3123,41.252035,-97.146784,172.4446
1626.6404,41.252066,-97.146783,169.8269
1626.3123,41.252098,-97.146784,180.5926
1625.9843,41.252131,-97.146784,178.3108
1625.9843,41.252164,-97.146784,166.1297
1625.9843,41.252196,-97.146784,169.0207
1625.9843,41.252228,-97.146785,200.1157
1625.9843,41.25226,-97.146786,173.3774
1625.9843,41.25229,-97.146783,155.5519
1626.6404,41.25232,-97.146788,188.7978
1626.6404,41.252351,-97.146786,164.8462
1626.6404,41.252384,-97.146787,161.1409
1626.6404,41.252416,-97.146787,178.7192
1626.6404,41.252448,-97.146788,177.792
1626.6404,41.25248,-97.146789,174.372
1626.3123,41.252513,-97.146788,204.1891
1626.3123,41.252546,-97.14679,167.4743
1626.6404,41.252579,-97.146791,176.7292
1626.9685,41.25261,-97.146792,181.2456
1627.2966,41.252641,-97.146792,163.6629
1627.6247,41.252671,-97.146791,188.0198
1628.2808,41.252702,-97.146793,199.8585
1628.2808,41.252733,-97.146794,180.2261
1628.6089,41.252765,-97.146794,193.8205
1628.6089,41.252797,-97.146794,189.4796
1628.6089,41.252829,-97.146794,195.9171
1628.2808,41.252862,-97.146795,163.8214
1627.9528,41.252894,-97.146795,157.9986
1628.2808,41.252926,-97.146796,156.7194
1628.2808,41.252959,-97.146797,153.3252
1628.2808,41.252992,-97.146797,154.4926
1627.9528,41.253024,-97.146797,154.224
1628.2808,41.253058,-97.146797,159.0647
1628.6089,41.253091,-97.146797,156.0116
1628.2808,41.253125,-97.146798,158.7311
1628.2808,41.253159,-97.146797,155.8847
1628.2808,41.253192,-97.146798,169.8781
1628.2808,41.253227,-97.146799,172.8357
1628.2808,41.25326,-97.1468,162.1172
1628.6089,41.253294,-97.1468,161.5997
1628.937,41.253328,-97.146799,162.7172
1628.937,41.253362,-97.1468,167.887
1628.937,41.253395,-97.1468,166.5143
1628.6089,41.253429,-97.146801,164.0304
1628.2808,41.253463,-97.146801,162.9183
1628.2808,41.253497,-97.146801,154.452
1628.6089,41.25353,-97.146801,169.6105
1628.937,41.253565,-97.146801,159.4209
1628.6089,41.253598,-97.146803,172.5266
1628.6089,41.253632,-97.146801,158.278
1628.2808,41.253666,-97.146802,162.2622
1627.9528,41.253699,-97.146802,147.0749
1627.6247,41.253733,-97.146802,162.7276
1627.6247,41.253766,-97.146803,170.9513
1627.6247,41.253799,-97.146803,190.7976
1627.6247,41.253833,-97.146804,187.0837
1627.6247,41.253866,-97.146803,175.5496
1627.6247,41.2539,-97.146804,192.1129
1627.9528,41.253934,-97.146804,182.569
1627.6247,41.253968,-97.146804,190.4681
1627.6247,41.254001,-97.146804,206.6277
1627.6247,41.254036,-97.146804,198.3162
1627.6247,41.25407,-97.146805,205.723
1627.9528,41.254104,-97.146805,204.1551
1627.9528,41.254138,-97.146806,202.759
1628.2808,41.254172,-97.146807,200.4187
1628.2808,41.254206,-97.146809,226.3715
1628.2808,41.25424,-97.146811,215.6418
1628.6089,41.254273,-97.146812,100.0862
1628.2808,41.254365,-97.146489,226.6958
1628.6089,41.254343,-97.146488,277.8286
1628.937,41.254316,-97.146488,223.0828
1628.937,41.254284,-97.146489,224.0623
1628.937,41.254251,-97.146488,203.0284
1628.937,41.254217,-97.146488,185.2287
1628.937,41.254183,-97.146488,203.5501
1628.937,41.25415,-97.146487,188.3781
1628.6089,41.254116,-97.146488,187.5191
1628.6089,41.254082,-97.146487,169.3064
1628.2808,41.254048,-97.146487,170.4082
1627.9528,41.254014,-97.146486,165.3756
1627.6247,41.25398,-97.146486,159.3261
1627.9528,41.253947,-97.146486,161.5873
1627.9528,41.253913,-97.146485,160.6043
1627.9528,41.25388,-97.146486,153.7851
1628.2808,41.253847,-97.146486,167.0099
1627.6247,41.253812,-97.146486,153.3066
1627.2966,41.253779,-97.146486,159.2467
1626.6404,41.253744,-97.146485,151.6085
1626.3123,41.25371,-97.146484,157.1076
1625.9843,41.253676,-97.146483,173.9427
1625.6562,41.253642,-97.146483,167.9827
1625.3281,41.253608,-97.146482,176.6
1625.0,41.253574,-97.146481,179.3068
1624.6719,41.25354,-97.14648,171.301
1624.0157,41.253506,-97.14648,157.2737
1623.6877,41.253473,-97.146481,182.196
1623.6877,41.25344,-97.14648,188.0565
1623.6877,41.253406,-97.146481,194.8579
1623.6877,41.253373,-97.14648,202.0093
1623.6877,41.253339,-97.146479,178.0825
1623.3596,41.253306,-97.146479,184.9861
1623.0315,41.253273,-97.146479,162.8373
1622.7034,41.253238,-97.146477,149.6959
1622.3753,41.253204,-97.146475,140.8346
1622.0472,41.253172,-97.146472,155.1957
1621.7192,41.253139,-97.146473,160.663
1621.7192,41.253106,-97.146474,142.8708
1622.0472,41.253073,-97.146475,153.9065
1622.0472,41.253039,-97.146475,156.5278
1622.0472,41.253006,-97.146475,147.159
1622.0472,41.252973,-97.146476,150.2546
1621.7192,41.252939,-97.146476,158.1306
1621.7192,41.252906,-97.146476,162.3023
1622.0472,41.252873,-97.146475,166.058
1622.3753,41.25284,-97.146474,174.9182
1622.7034,41.252807,-97.146474,189.5878
1622.3753,41.252774,-97.146474,178.8773
1622.7034,41.25274,-97.146474,197.6158
1622.7034,41.252707,-97.146474,196.0052
1622.7034,41.252674,-97.146474,177.6575
1622.3753,41.252641,-97.146473,184.3694
1622.3753,41.252607,-97.146473,163.3845
1622.0472,41.252574,-97.146472,162.1943
1622.3753,41.252541,-97.146472,168.3254
1622.3753,41.252508,-97.146472,183.1572
1622.0472,41.252475,-97.146471,187.7549
1622.0472,41.25244,-97.146471,186.1486
1621.7192,41.252406,-97.14647,170.3382
1621.7192,41.252372,-97.14647,163.9133
1621.3911,41.252339,-97.146469,157.1045
1621.7192,41.252306,-97.146468,159.166
1621.7192,41.252273,-97.146468,159.7893
1622.0472,41.25224,-97.146468,172.9133
1622.3753,41.252207,-97.146467,167.0225
1622.3753,41.252173,-97.146467,160.589
1622.3753,41.252139,-97.146467,158.7905
1622.3753,41.252105,-97.146467,190.3761
1622.3753,41.252072,-97.146467,173.9112
1622.7034,41.252039,-97.146466,183.3936
1623.0315,41.252006,-97.146466,196.7806
1623.0315,41.251973,-97.146466,198.157
1623.0315,41.251939,-97.146465,189.4187
1623.0315,41.251906,-97.146465,172.7692
1623.0315,41.251872,-97.146465,191.5634
1623.0315,41.251838,-97.146464,185.3587
1623.3596,41.251805,-97.146464,172.3272
1623.0315,41.251772,-97.146463,185.9049
1623.0315,41.251738,-97.146463,170.8317
1622.7034,41.251704,-97.146463,160.0943
1623.0315,41.25167,-97.146466,164.3356
1623.0315,41.251638,-97.146465,162.7525
1623.0315,41.251605,-97.146466,170.0131
1622.7034,41.251571,-97.146464,177.103
1622.3753,41.251537,-97.146462,167.1897
1622.3753,41.251504,-97.146461,161.2971
1622.0472,41.251469,-97.146461,169.1974
1622.0472,41.251435,-97.14646,160.8063
1621.7192,41.251401,-97.146459,168.1069
1622.0472,41.251368,-97.146458,178.7406
1622.0472,41.251334,-97.146457,170.3084
1622.0472,41.2513,-97.146457,173.884
1621.7192,41.251267,-97.146457,184.2853
1622.0472,41.251233,-97.146457,171.384
1622.0472,41.2512,-97.146456,164.7094
1622.3753,41.251167,-97.146456,169.7086
1622.3753,41.251133,-97.146456,152.2439
1622.3753,41.2511,-97.146454,163.7466
1623.0315,41.251068,-97.146452,167.6769
1622.7034,41.251035,-97.146454,164.6164
1623.0315,41.251001,-97.146452,159.1099
1622.7034,41.250967,-97.146451,183.0237
1622.7034,41.250932,-97.146451,176.3871
1622.7034,41.250899,-97.146451,159.992
1622.3753,41.250864,-97.14645,168.5358
1621.7192,41.25083,-97.14645,169.9769
1621.7192,41.250796,-97.14645,174.1543
1621.3911,41.250762,-97.14645,172.5253
1621.3911,41.250728,-97.14645,174.1568
1621.3911,41.250694,-97.146449,182.3169
1621.3911,41.25066,-97.146448,179.5089
1621.063,41.250626,-97.146447,193.6097
1621.063,41.250591,-97.146447,178.9179
1621.3911,41.250558,-97.146446,167.0277
1621.7192,41.250525,-97.146445,176.5702
1621.3911,41.25049,-97.146447,163.9773
1621.063,41.250456,-97.146445,162.6386
1621.063,41.250422,-97.146445,180.5608
1620.7349,41.250388,-97.146445,171.2655
1620.4068,41.250354,-97.146447,162.7514
1620.4068,41.250321,-97.146446,164.3781
1620.0787,41.250287,-97.146446,168.4417
1620.0787,41.250253,-97.146446,152.1313
1619.7507,41.250219,-97.146446,181.6724
1620.0787,41.250186,-97.146446,221.5305
1620.4068,41.250153,-97.146445,158.5876
1620.4068,41.250132,-97.146814,154.1278
1620.0787,41.250171,-97.146816,163.2349
1619.7507,41.250205,-97.146815,185.7576
1620.0787,41.250236,-97.146816,223.1302
1620.0787,41.250268,-97.146816,210.8655
1620.4068,41.2503,-97.146817,202.7382
1620.7349,41.250333,-97.146817,177.0866
1620.7349,41.250365,-97.146817,154.4443
1620.7349,41.250397,-97.146817,138.0013
1620.7349,41.25043,-97.146817,132.064
1620.0787,41.250464,-97.146819,125.6504
1620.0787,41.250498,-97.14682,142.982
1619.7507,41.250532,-97.14682,138.165
1620.0787,41.250565,-97.14682,142.9175
1620.0787,41.250599,-97.14682,132.0798
1620.0787,41.250632,-97.14682,135.5785
1620.4068,41.250666,-97.14682,143.591
1620.4068,41.250699,-97.146821,148.5839
1620.4068,41.250731,-97.146821,162.936
1620.0787,41.250766,-97.146821,139.2832
1619.7507,41.250799,-97.146822,160.3691
1619.7507,41.250833,-97.146823,144.8496
1619.7507,41.250867,-97.146823,148.1857
1619.7507,41.2509,-97.146824,140.3924
1620.0787,41.250934,-97.146824,134.31
1620.0787,41.250967,-97.146824,143.581
1620.4068,41.251,-97.146825,146.8333
1620.4068,41.251034,-97.146826,144.5368
1620.7349,41.251067,-97.146827,149.0181
1621.063,41.251101,-97.146828,153.158
1621.063,41.251135,-97.146827,154.7681
1621.063,41.251169,-97.146828,156.5613
1621.063,41.251202,-97.146827,175.4479
1621.063,41.251235,-97.146828,154.735
1621.063,41.251268,-97.146828,180.0256
1621.063,41.251302,-97.146828,194.5842
1621.063,41.251335,-97.146829,182.8117
1621.063,41.251366,-97.14683,187.6751
1621.3911,41.251399,-97.146832,186.9318
1621.7192,41.251434,-97.146833,168.1317
1621.7192,41.251468,-97.146834,152.404
1621.7192,41.251501,-97.146834,159.5366
1621.3911,41.251534,-97.146834,148.2491
1621.3911,41.251567,-97.146835,163.0596
1621.3911,41.251602,-97.146835,152.2828
1621.063,41.251637,-97.146836,162.1287
1621.063,41.251671,-97.146836,160.5315
1621.063,41.251706,-97.146837,156.9054
1620.7349,41.251741,-97.146838,168.8737
1621.063,41.251775,-97.146838,163.193
1621.063,41.251808,-97.146838,169.4103
1621.3911,41.251842,-97.146839,170.3323
1621.3911,41.251876,-97.14684,165.7584
1621.3911,41.251911,-97.146841,170.5433
1621.063,41.251944,-97.14684,171.8533
1621.7192,41.251978,-97.14684,168.8273
1621.7192,41.252011,-97.14684,170.6393
1622.0472,41.252045,-97.14684,164.1696
1622.3753,41.252079,-97.14684,168.9916
1622.7034,41.252113,-97.146841,162.0819
1622.7034,41.252147,-97.146841,174.7873
1623.0315,41.252181,-97.146842,179.7421
1623.3596,41.252215,-97.146843,172.8935
1623.6877,41.252248,-97.146844,193.9164
1623.3596,41.252281,-97.146845,184.1636
1623.3596,41.252314,-97.146844,183.8602
1623.3596,41.252348,-97.146844,192.0907
1623.6877,41.252382,-97.146845,186.1143
1623.6877,41.252416,-97.146846,205.6616
1623.6877,41.25245,-97.146847,205.7678
1623.6877,41.252485,-97.146847,197.9962
1624.0157,41.252518,-97.146848,182.3775
1624.6719,41.25255,-97.146847,202.069
1625.0,41.252584,-97.146848,195.6618
1625.0,41.252617,-97.146848,202.0213
1625.0,41.25265,-97.146848,201.7079
1625.0,41.252684,-97.146849,194.8162
1625.0,41.252718,-97.14685,178.3367
1625.3281,41.252751,-97.146851,200.9092
1625.0,41.252786,-97.146853,173.7031
1625.0,41.25282,-97.146854,178.3231
1625.0,41.252852,-97.146853,167.2907
1625.0,41.252885,-97.146852,167.3241
1625.0,41.252919,-97.146853,162.224
1625.0,41.252953,-97.146853,153.0514
1625.0,41.252986,-97.146853,157.106
1625.0,41.25302,-97.146854,166.4106
1625.3281,41.253053,-97.146854,169.7205
1625.6562,41.253087,-97.146854,166.6401
1625.6562,41.253122,-97.146855,162.1684
1625.6562,41.253155,-97.146855,160.8869
1625.6562,41.253188,-97.146855,157.5185
1625.6562,41.253221,-97.146855,165.0603
1625.6562,41.253254,-97.146855,167.1498
1625.3281,41.253288,-97.146856,161.7822
1625.3281,41.253323,-97.146857,163.9392
1625.6562,41.253357,-97.146857,151.7838
1625.9843,41.253392,-97.146857,149.3387
1626.3123,41.253426,-97.146858,149.0342
1626.6404,41.253461,-97.146858,163.716
1626.3123,41.253495,-97.146858,170.7539
1626.3123,41.25353,-97.146858,171.9858
1626.3123,41.253565,-97.146858,153.2298
1626.3123,41.253599,-97.146858,155.1586
1626.9685,41.253631,-97.146856,155.0762
1626.9685,41.253666,-97.14686,148.3347
1626.9685,41.253699,-97.146858,186.6194
1626.9685,41.253734,-97.146858,196.0864
1626.9685,41.253768,-97.146858,194.0235
1626.9685,41.253803,-97.14686,201.0733
1626.9685,41.253836,-97.14686,192.4417
1627.2966,41.253871,-97.146861,176.6501
1627.2966,41.253906,-97.146861,185.7144
1626.9685,41.25394,-97.146861,192.7926
1626.9685,41.253974,-97.146862,195.394
1627.2966,41.254008,-97.146863,213.0279
1627.2966,41.254042,-97.146864,198.9703
1627.2966,41.254076,-97.146865,210.9515
1627.6247,41.25411,-97.146865,216.3285
1627.6247,41.254146,-97.146864,193.8109
1627.6247,41.254179,-97.146864,203.9025
1627.9528,41.254214,-97.146864,218.8677
1628.2808,41.254247,-97.146865,153.8329
1629.9213,41.254343,-97.146544,198.1278
1630.2493,41.254309,-97.146545,233.4942
1629.9213,41.254273,-97.146545,212.151
1629.5932,41.254237,-97.146545,212.9487
1629.2651,41.254202,-97.146544,191.5379
1628.937,41.254167,-97.146544,174.8535
1628.937,41.254131,-97.146544,187.764
1628.6089,41.254096,-97.146543,179.4821
1628.6089,41.254061,-97.146543,178.4
1628.6089,41.254026,-97.146542,174.912
1628.2808,41.253991,-97.146542,173.1808
1628.2808,41.253956,-97.146543,163.1637
1627.9528,41.253921,-97.146543,163.9531
1627.6247,41.253886,-97.146543,168.8802
1627.9528,41.253851,-97.146543,175.9195
1627.9528,41.253816,-97.14654,159.8977
1627.9528,41.253781,-97.14654,157.9459
1628.2808,41.253748,-97.14654,152.9438
1628.2808,41.253712,-97.146539,148.4126
1627.9528,41.253677,-97.14654,161.1985
1628.2808,41.253642,-97.146539,177.2745
1627.9528,41.253608,-97.146539,178.2821
1627.9528,41.253573,-97.146538,173.5547
1627.9528,41.253538,-97.146538,178.1816
1627.9528,41.253503,-97.146538,190.2433
1627.9528,41.253468,-97.146538,195.7432
1627.9528,41.253434,-97.146536,185.4789
1627.6247,41.253398,-97.146536,185.2598
1627.6247,41.253364,-97.146536,184.9142
1627.6247,41.253328,-97.146536,177.7687
1627.6247,41.253293,-97.146537,177.3753
1627.6247,41.253259,-97.146536,176.4281
1627.6247,41.253223,-97.146534,157.3978
1627.2966,41.253188,-97.146532,150.2631
1626.9685,41.253152,-97.146532,143.2762
1627.2966,41.253119,-97.146534,169.3173
1626.9685,41.253084,-97.146534,136.1118
1626.6404,41.253049,-97.146533,142.2543
1626.9685,41.253015,-97.146533,153.8862
1626.9685,41.25298,-97.146532,147.5396
1626.6404,41.252945,-97.146533,166.6676
1626.6404,41.252911,-97.146531,169.0903
1626.3123,41.252876,-97.14653,174.7146
1626.3123,41.252842,-97.14653,186.465
1626.3123,41.252807,-97.146531,195.5227
1626.6404,41.252772,-97.146531,172.1905
1626.6404,41.252738,-97.146531,187.4902
1626.6404,41.252704,-97.14653,202.5636
1626.6404,41.252669,-97.14653,211.3512
1626.6404,41.252635,-97.146528,208.5871
1626.6404,41.252601,-97.146528,190.0666
1626.6404,41.252566,-97.146528,166.7443
1626.6404,41.252532,-97.146526,166.0209
1626.6404,41.252499,-97.146527,163.8184
1627.2966,41.252465,-97.146526,178.3494
1627.2966,41.25243,-97.146525,172.4236
1627.2966,41.252396,-97.146525,157.4312
1627.2966,41.252361,-97.146525,163.007
1626.9685,41.252326,-97.146525,154.199
1626.9685,41.25229,-97.146524,141.7707
1626.9685,41.252255,-97.146524,157.0321
1626.6404,41.25222,-97.146524,168.9275
1626.9685,41.252185,-97.146522,162.7286
1626.6404,41.25215,-97.146522,162.3607
1626.9685,41.252116,-97.146522,191.3464
1626.6404,41.25208,-97.146522,187.551
1626.6404,41.252046,-97.146522,192.4249
1626.3123,41.25201,-97.146521,178.8126
1626.3123,41.251975,-97.14652,200.4407
1626.3123,41.25194,-97.146521,207.4538
1626.3123,41.251906,-97.146522,196.449
1626.3123,41.251871,-97.14652,200.4453
1625.9843,41.251836,-97.146519,199.5896
1625.9843,41.251802,-97.146519,192.7657
1625.9843,41.251767,-97.146517,162.737
1625.9843,41.251733,-97.146516,166.5762
1625.9843,41.251701,-97.146518,196.667
1625.9843,41.251667,-97.146518,184.6003
1625.9843,41.251631,-97.146517,170.7553
